source,target,relation
31597964,25385641,cites
31597964,23155063,cites
31597964,23203987,cites
31597964,21816040,cites
31597964,19261174,cites
31597964,19289445,cites
31597964,20196867,cites
31597964,20064637,cites
31597964,12045153,cites
31597964,18798982,cites
31597964,22955616,cites
31597964,25633503,cites
31597964,25765347,cites
31597964,26794315,cites
31597964,29140464,cites
31597964,28810145,cites
31597964,29930011,cites
31597964,20436461,cites
31597964,19858363,cites
30526861,27779742,cites
30526861,29750358,cites
30526861,23934111,cites
30526861,27565344,cites
30526861,25737549,cites
30526861,9295353,cites
30526861,24623842,cites
30526861,23708187,cites
30526861,27734276,cites
30526861,28554332,cites
30526861,17544618,cites
30526861,20506560,cites
30526861,16075041,cites
30526861,9126059,cites
30526861,10742094,cites
30526861,11359211,cites
30526861,28842445,cites
30526861,24234437,cites
30526861,24487276,cites
30526861,15965027,cites
30526861,9631410,cites
30526861,20006674,cites
30526861,22044765,cites
30526861,22434879,cites
30526861,21135118,cites
30526861,15753297,cites
30526861,17576688,cites
30526861,22357600,cites
30526861,26705333,cites
30526861,25249621,cites
30526861,25754450,cites
30526861,20351042,cites
30526861,18632234,cites
30526861,20630778,cites
30526861,20484682,cites
30526861,21152010,cites
18550760,15483602,cites
18550760,15115821,cites
18550760,16183657,cites
18550760,8847393,cites
18550760,9425179,cites
18550760,11746372,cites
18550760,12574425,cites
18550760,11689490,cites
18550760,9295384,cites
18550760,9267033,cites
18550760,9302293,cites
18550760,12449369,cites
18550760,15242649,cites
18550760,18428623,cites
18550760,12466304,cites
18550760,16777606,cites
18550760,15882643,cites
18550760,17470275,cites
18550760,10087066,cites
18550760,10402204,cites
18550760,10410676,cites
18550760,8458085,cites
18550760,11494364,cites
18550760,15715978,cites
18550760,14872054,cites
18550760,10500189,cites
18550760,11030759,cites
18550760,14570710,cites
18550760,10716929,cites
18550760,17450122,cites
18550760,1838577,cites
18550760,10589536,cites
18550760,10716661,cites
18550760,10533044,cites
18550760,10932179,cites
18550760,12490531,cites
18550760,12663747,cites
18550760,9020849,cites
18550760,10448198,cites
18550760,12953787,cites
18550760,11804649,cites
18550760,12223581,cites
18550760,8833111,cites
18550760,8358429,cites
18550760,9485421,cites
18550760,16205713,cites
18550760,15525658,cites
18550760,12372277,cites
18550760,15242639,cites
18550760,7748554,cites
18550760,17409200,cites
18550760,12812983,cites
18550760,10676962,cites
18550760,8505640,cites
18550760,16211559,cites
18550760,10869421,cites
18550760,16278236,cites
18550760,16571604,cites
18550760,9596408,cites
18550760,2932539,cites
18550760,12952864,cites
18550760,10699173,cites
18550760,11912178,cites
18550760,12554681,cites
18550760,9306400,cites
18550760,12657678,cites
18550760,7550343,cites
18550760,11906693,cites
18550760,14557250,cites
18550760,10845064,cites
18550760,11408619,cites
17715336,15249612,cites
17715336,9448576,cites
17715336,10802780,cites
17715336,10191337,cites
17715336,9600992,cites
17715336,10767314,cites
17715336,9126061,cites
17715336,16805777,cites
17715336,16137562,cites
17715336,10402204,cites
17715336,8458085,cites
17715336,10078572,cites
17715336,15781041,cites
17715336,17519223,cites
17715336,8080254,cites
17715336,2062380,cites
17715336,14557053,cites
17715336,11152661,cites
17715336,8898202,cites
17715336,12115678,cites
17715336,12926013,cites
17715336,17126554,cites
17715336,9583772,cites
17715336,15787692,cites
17715336,11316786,cites
17715336,9771716,cites
17715336,2456581,cites
17715336,15579164,cites
17715336,11889230,cites
17715336,12771251,cites
17715336,16157910,cites
17715336,9949199,cites
17715336,10196365,cites
17715336,12812983,cites
17715336,8609529,cites
17715336,12615650,cites
17715336,16127709,cites
17715336,12949782,cites
17715336,15749339,cites
17715336,16186542,cites
17715336,17276692,cites
17715336,9596408,cites
17715336,8687191,cites
17715336,10699173,cites
17715336,12657678,cites
35213386,8458085,cites
35213386,22200539,cites
35213386,19118166,cites
35213386,26590344,cites
35213386,27378699,cites
35213386,6454826,cites
35213386,17240289,cites
35213386,11571328,cites
35213386,22890090,cites
35213386,14697318,cites
35213386,12379255,cites
35213386,9949199,cites
35213386,8898202,cites
35213386,10699173,cites
35213386,23284626,cites
35213386,10196365,cites
35213386,17715336,cites
35213386,10402204,cites
35213386,18550760,cites
35213386,15882643,cites
35213386,20018729,cites
35213386,21459327,cites
35213386,28211815,cites
35213386,10778856,cites
35213386,18490523,cites
35213386,23001568,cites
35213386,21194001,cites
35213386,15811941,cites
35213386,18403212,cites
35213386,23373812,cites
35213386,18395459,cites
35213386,23446639,cites
35213386,23925262,cites
35213386,12926013,cites
35213386,26859386,cites
35213386,21907762,cites
35213386,26908618,cites
35213386,23123142,cites
35213386,24042107,cites
35213386,25669748,cites
35213386,26238359,cites
35213386,19513088,cites
35213386,27686464,cites
35213386,12954688,cites
35213386,25339908,cites
35213386,26295712,cites
35213386,23284644,cites
35213386,25497397,cites
35213386,20359499,cites
35213386,32811899,cites
35213386,29856016,cites
35213386,12617953,cites
35213386,23936129,cites
35213386,19464370,cites
35213386,29107829,cites
35213386,12972067,cites
35213386,26225560,cites
35213386,29163089,cites
35213386,9130677,cites
35213386,16830310,cites
35213386,18805465,cites
35213386,24285878,cites
35213386,29856017,cites
35213386,27140644,cites
35213386,30084274,cites
35213386,16137562,cites
35213386,21796107,cites
35213386,23115180,cites
35213386,23437422,cites
35213386,19174491,cites
35213386,22760557,cites
35213386,27381424,cites
35213386,30449600,cites
35213386,19864571,cites
35213386,23251447,cites
35213386,19224899,cites
35213386,12812983,cites
28715425,17240289,cites
28715425,21907094,cites
28715425,25324717,cites
28715425,11211058,cites
28715425,12657365,cites
28715425,26226924,cites
28715425,22158031,cites
28715425,25155142,cites
28715425,19334076,cites
28715425,19240687,cites
28715425,22031240,cites
28715425,22252996,cites
28715425,11182459,cites
28715425,26938440,cites
28715425,11062468,cites
28715425,28017473,cites
28715425,11944939,cites
28715425,7550343,cites
28715425,12915444,cites
28715425,6368130,cites
28715425,6714329,cites
28715425,26659666,cites
28715425,8757264,cites
28715425,9382472,cites
28715425,19143656,cites
28715425,28138323,cites
28715425,25135648,cites
28715425,26307633,cites
28715425,27083280,cites
28715425,4179335,cites
28715425,2817830,cites
28715425,15734663,cites
28715425,18447126,cites
28715425,20027545,cites
28715425,9502734,cites
28715425,17567778,cites
28715425,11092755,cites
28715425,22115751,cites
28715425,23815406,cites
28715425,23199217,cites
28715425,28303071,cites
28715425,26951659,cites
28715425,24019939,cites
28715425,7420090,cites
28715425,6185033,cites
28715425,14572624,cites
28715425,5691245,cites
28715425,7365377,cites
28715425,7180386,cites
28715425,16641675,cites
28715425,15596772,cites
28715425,25726928,cites
28715425,23934451,cites
28715425,23255827,cites
28715425,23913003,cites
28715425,24523677,cites
28715425,24968774,cites
28715425,11551742,cites
28715425,11175792,cites
28715425,22003390,cites
28715425,18845944,cites
28715425,23032403,cites
28715425,11121436,cites
28715425,24255739,cites
28715425,23117987,cites
28715425,23593016,cites
28715425,19094060,cites
28715425,24646433,cites
28715425,25101598,cites
28715425,25849618,cites
28715425,15496430,cites
28715425,18838463,cites
28715425,24816435,cites
28715425,22472187,cites
28715425,12657678,cites
28715425,27683879,cites
28715425,26398942,cites
31968243,17199042,cites
31968243,2479133,cites
31968243,1695401,cites
31968243,8197474,cites
31968243,28334820,cites
31968243,15483602,cites
31968243,20682746,cites
31968243,18923047,cites
31968243,10829080,cites
31968243,19240687,cites
31968243,16288298,cites
31968243,17548833,cites
31968243,24411738,cites
31968243,9267033,cites
31968243,15183201,cites
31968243,23969239,cites
31968243,28715425,cites
31968243,11062468,cites
31968243,29274742,cites
31968243,19270687,cites
31968243,8401587,cites
31968243,7618107,cites
31968243,25942483,cites
31968243,19818485,cites
31968243,9952397,cites
31968243,15242649,cites
31968243,24360541,cites
31968243,20696378,cites
31968243,15184648,cites
31968243,28384479,cites
31968243,12657365,cites
31968243,16467349,cites
31968243,10402204,cites
31968243,21113117,cites
31968243,31351745,cites
31968243,20613723,cites
31968243,28211869,cites
31968243,26900923,cites
31968243,16417581,cites
31968243,31666698,cites
31968243,16491081,cites
31968243,10814708,cites
31968243,8458085,cites
31968243,19934114,cites
31968243,22031240,cites
31968243,25009276,cites
31968243,30626701,cites
31968243,17947312,cites
31968243,7774020,cites
31968243,15856082,cites
31968243,2456581,cites
31968243,29480210,cites
31968243,6226764,cites
31968243,25686248,cites
31968243,11273004,cites
31968243,22930834,cites
31968243,19933700,cites
31968243,18922795,cites
31968243,9881853,cites
31968243,29120426,cites
31968243,28336567,cites
31968243,21994396,cites
31968243,22425717,cites
31968243,29259545,cites
31968243,27526204,cites
31968243,2932539,cites
31968243,17240289,cites
31968243,26951659,cites
31968243,27161151,cites
31968243,19940164,cites
31968243,16377565,cites
31968243,17182779,cites
30881191,9150168,cites
30881191,8159192,cites
30881191,26232222,cites
30881191,30122542,cites
30881191,27940602,cites
30881191,7618107,cites
30881191,7774020,cites
30881191,7550343,cites
30881191,11432963,cites
30881191,11133364,cites
30881191,16417581,cites
30881191,17147801,cites
30881191,26590344,cites
30881191,27721240,cites
30881191,23051805,cites
30881191,23952551,cites
30881191,28918038,cites
30881191,28920889,cites
30881191,14709789,cites
30881191,18549309,cites
30881191,19094060,cites
30881191,21971427,cites
30881191,19289118,cites
30881191,19361997,cites
30881191,21028906,cites
30881191,22939619,cites
30881191,20192761,cites
30881191,23054839,cites
30881191,28129107,cites
30881191,28172889,cites
30881191,30010673,cites
30881191,29535594,cites
30881191,10804212,cites
30881191,17611284,cites
30881191,22556411,cites
30881191,18615096,cites
30881191,17189290,cites
30881191,9682010,cites
30881191,25368120,cites
30881191,17548833,cites
30881191,19269181,cites
30881191,28339401,cites
30881191,11709539,cites
30881191,28017473,cites
30881191,25009276,cites
30881191,27623015,cites
30881191,20507609,cites
30881191,12881722,cites
30881191,18922795,cites
30881191,11408619,cites
30881191,15115821,cites
30881191,15242649,cites
30881191,19074039,cites
30881191,26951659,cites
30881191,11062468,cites
30881191,28715425,cites
30881191,24019939,cites
30881191,22031240,cites
30881191,22252996,cites
30881191,22119622,cites
30881191,26125484,cites
30881191,8197474,cites
30881191,29127484,cites
30881191,18488016,cites
30881191,25966278,cites
30881191,20154343,cites
30881191,25063429,cites
30881191,29016656,cites
30881191,25062676,cites
30881191,29870995,cites
30881191,29606351,cites
30881191,29207890,cites
30881191,30007561,cites
30881191,16019264,cites
30881191,19240687,cites
30881191,15811941,cites
30881191,19334076,cites
30881191,22726834,cites
30881191,24484067,cites
30881191,12812983,cites
30881191,21994396,cites
30881191,22726826,cites
30881191,25938884,cites
30881191,25101598,cites
30881191,25928884,cites
30881191,25062733,cites
30881191,23678106,cites
30881191,23001568,cites
30881191,28848389,cites
30881191,24459107,cites
30881191,17470275,cites
30881191,27529157,cites
30881191,24784230,cites
30881191,25762686,cites
27302131,24227677,cites
27302131,25322836,cites
27302131,25260700,cites
27302131,23950696,cites
27302131,25417205,cites
27302131,20436464,cites
27302131,23222703,cites
27302131,19244387,cites
27302131,23060617,cites
27302131,23821651,cites
27302131,25560536,cites
27302131,24307704,cites
27302131,21169371,cites
27302131,24362841,cites
27302131,20220756,cites
27302131,21310039,cites
27302131,24260225,cites
27302131,24655717,cites
27302131,24281695,cites
27302131,22722343,cites
27302131,24920826,cites
27302131,21057496,cites
27302131,20835245,cites
27302131,22266656,cites
27302131,25480548,cites
27302131,20110278,cites
27302131,22388286,cites
27302131,19505943,cites
27302131,21775302,cites
27302131,21221095,cites
27302131,25150839,cites
27302131,23618408,cites
27302131,23104886,cites
27302131,20371516,cites
27302131,25150838,cites
27302131,16964229,cites
27302131,24109770,cites
27302131,25268973,cites
27302131,22962361,cites
27302131,25352552,cites
27302131,24574529,cites
27302131,23558742,cites
27302131,20979621,cites
27302131,19061503,cites
27302131,24961374,cites
27302131,25541961,cites
25605792,15461798,cites
25605792,15738394,cites
25605792,21725324,cites
25605792,19265170,cites
25605792,20634205,cites
25605792,24939936,cites
25605792,25150838,cites
25605792,20220758,cites
25605792,24485249,cites
25605792,16712727,cites
25605792,18671852,cites
25605792,16646809,cites
25605792,17177995,cites
25605792,19910308,cites
25605792,24020486,cites
25605792,19068485,cites
25605792,17720982,cites
25605792,20929874,cites
25605792,2868172,cites
25605792,12538238,cites
25605792,24227677,cites
25605792,25260700,cites
25605792,21816040,cites
25605792,23558742,cites
25605792,11911795,cites
25605792,20056656,cites
25605792,11842121,cites
25605792,23705896,cites
25605792,14597310,cites
25605792,17204140,cites
25605792,23709276,cites
25605792,20196867,cites
25605792,22285995,cites
25605792,15657102,cites
25605792,19176553,cites
25605792,11779835,cites
25605792,11290723,cites
25605792,20445021,cites
25605792,10802651,cites
25605792,20132535,cites
25605792,24260172,cites
25605792,20610611,cites
25605792,22638577,cites
25605792,24002593,cites
25605792,20346151,cites
25605792,19648928,cites
25605792,20383121,cites
25605792,12808457,cites
25605792,16199517,cites
25605792,21546393,cites
25605792,15297296,cites
25605792,16455752,cites
25605792,16371165,cites
25605792,15980552,cites
25605792,16845058,cites
25605792,17059595,cites
25605792,17517778,cites
25605792,17488846,cites
25605792,19034553,cites
25605792,24304889,cites
25605792,24093424,cites
25605792,16646837,cites
25605792,19087345,cites
25605792,24852250,cites
25605792,25245051,cites
26201449,24151181,cites
26201449,8458085,cites
26201449,8159192,cites
26201449,8659522,cites
26201449,20664076,cites
26201449,8429330,cites
26201449,24614516,cites
26201449,23026741,cites
26201449,10778856,cites
26201449,22726834,cites
26201449,15811941,cites
26201449,16019264,cites
26201449,7774020,cites
26201449,7618107,cites
26201449,7550343,cites
26201449,11709539,cites
26201449,11062468,cites
26201449,11133364,cites
26201449,21971427,cites
26201449,25101598,cites
26201449,25207939,cites
26201449,23963702,cites
26201449,19249009,cites
26201449,19361997,cites
26201449,22387017,cites
26201449,7757068,cites
26201449,19094060,cites
26201449,8162059,cites
26201449,20981092,cites
26201449,23128226,cites
26201449,23463025,cites
26201449,21248742,cites
26201449,7757069,cites
26201449,20055705,cites
26201449,23341618,cites
26201449,25063516,cites
26201449,12956863,cites
26201449,19240687,cites
26201449,23001568,cites
26201449,8370147,cites
26201449,12812983,cites
28829437,21720637,cites
28829437,18980312,cites
28829437,9055038,cites
28829437,21744777,cites
28829437,9450914,cites
28829437,25744034,cites
28829437,17964265,cites
28829437,10968287,cites
28829437,22148829,cites
28829437,17182632,cites
28829437,21497936,cites
28829437,8071604,cites
28829437,10806995,cites
28829437,24992960,cites
28829437,22931131,cites
28829437,8254057,cites
28829437,23013161,cites
28829437,22069063,cites
28829437,15025915,cites
28829437,25353652,cites
28829437,1945876,cites
28829437,22921062,cites
28829437,17028158,cites
28829437,12369839,cites
28829437,9873576,cites
28829437,27966701,cites
28829437,26011654,cites
28829437,22141211,cites
28829437,25398895,cites
28829437,19159256,cites
28829437,17108989,cites
28829437,18985643,cites
28829437,8559657,cites
28692723,21975581,cites
28692723,25156927,cites
28692723,17133512,cites
28692723,27819145,cites
28692723,27380342,cites
28692723,7753064,cites
28692723,8684382,cites
28692723,6880820,cites
28692723,22193671,cites
28692723,2574607,cites
28692723,17588237,cites
28692723,15817019,cites
28692723,1798888,cites
28920068,27188817,cites
28920068,27721587,cites
28920068,27819145,cites
28920068,27380342,cites
28920068,27749952,cites
28920068,26030634,cites
28920068,9250266,cites
28920068,21185693,cites
28920068,16476934,cites
28920068,21283698,cites
28265459,24614516,cites
28265459,17390259,cites
28265459,16476934,cites
28265459,25156927,cites
28265459,27380342,cites
28265459,20697607,cites
28265459,9250266,cites
28265459,22552988,cites
28265459,21671239,cites
28265459,15089805,cites
28265459,23881267,cites
28265459,23590560,cites
28265459,23442134,cites
28265459,22304415,cites
28265459,24255799,cites
28265459,20890398,cites
28265459,26472629,cites
28265459,16960470,cites
28265459,22815556,cites
28265459,16387989,cites
29201386,28265459,cites
29201386,16476934,cites
29201386,27380342,cites
29201386,9250266,cites
29201386,28920068,cites
29201386,23244817,cites
29201386,11004419,cites
29201386,12111921,cites
29201386,10861773,cites
29201386,21185693,cites
28642891,22744749,cites
28642891,25662335,cites
28642891,18087252,cites
28642891,17244710,cites
28642891,8876214,cites
28642891,20038643,cites
28642891,12198496,cites
28642891,17855350,cites
28642891,14707103,cites
28642891,22902232,cites
28642891,11114375,cites
28642891,11738997,cites
28642891,25461192,cites
28642891,25657333,cites
28642891,26431358,cites
28642891,26446947,cites
28642891,21387374,cites
28642891,17716682,cites
28642891,11145235,cites
28642891,26566052,cites
28642891,6685237,cites
28642891,11157038,cites
27589813,27230813,cites
27589813,17390259,cites
27589813,10845758,cites
27589813,1972318,cites
27589813,9000030,cites
27589813,10987900,cites
27589813,2967729,cites
27589813,17777432,cites
27589813,14745211,cites
27589813,3329873,cites
27589813,13010010,cites
27589813,5683678,cites
27589813,14444805,cites
27589813,13682138,cites
27589813,5324458,cites
27589813,337081,cites
27589813,23407652,cites
27589813,26510756,cites
27589813,1671433,cites
27589813,15129161,cites
27589813,9485059,cites
27589813,11188973,cites
27589813,25127231,cites
27589813,23154125,cites
27589813,17283284,cites
27589813,11254790,cites
27589813,20207700,cites
27589813,24223913,cites
27589813,17210902,cites
27589813,12691403,cites
27589813,11368489,cites
27589813,19576854,cites
27589813,12976060,cites
27589813,11104214,cites
27589813,11121745,cites
27589813,3085570,cites
27589813,2094891,cites
27589813,9881853,cites
27589813,2456581,cites
27589813,1375014,cites
27589813,2479133,cites
27589813,2848190,cites
27589813,7496788,cites
27589813,9779658,cites
27589813,21907762,cites
27589813,11391734,cites
27589813,16810720,cites
27589813,15703229,cites
27589813,16082534,cites
27589813,18342309,cites
27589813,26568561,cites
27589813,21830233,cites
27589813,26347707,cites
27589813,24702329,cites
27589813,15293283,cites
27589813,15580556,cites
27589813,16462466,cites
27589813,18512756,cites
27589813,18590443,cites
27589813,22459562,cites
27589813,22451258,cites
27589813,23589113,cites
27589813,23343665,cites
27589813,24024832,cites
27589813,24699718,cites
27589813,20974647,cites
27589813,26198578,cites
27589813,24367353,cites
27589813,19174619,cites
27589813,21775741,cites
27589813,24300048,cites
27589813,21861097,cites
27589813,20471695,cites
27589813,10676962,cites
27589813,17183717,cites
27589813,14980809,cites
27589813,16905252,cites
27589813,20959850,cites
27589813,24878825,cites
27589813,25909087,cites
27589813,25150285,cites
27589813,24844728,cites
27589813,26360123,cites
27589813,24236657,cites
26347707,9485059,cites
26347707,17093249,cites
26347707,21997283,cites
26347707,24300048,cites
26347707,22451258,cites
26347707,18590443,cites
26347707,23343665,cites
26347707,24024832,cites
26347707,18512756,cites
26347707,15293283,cites
26347707,19576854,cites
26347707,24702329,cites
26347707,20974647,cites
26347707,16905252,cites
26347707,20959850,cites
26347707,8684382,cites
26347707,3966004,cites
26347707,19025984,cites
26347707,13688369,cites
26347707,444788,cites
26347707,4704758,cites
26347707,6880820,cites
26347707,8474487,cites
26347707,1593914,cites
26347707,17691348,cites
26347707,24878825,cites
26347707,21830233,cites
26347707,16462466,cites
24510496,22137354,cites
24510496,18096682,cites
24510496,8684382,cites
24510496,19646924,cites
24510496,17303196,cites
24510496,20530592,cites
24510496,1829137,cites
24510496,22430496,cites
24510496,16624579,cites
24510496,16434666,cites
24510496,18042002,cites
24510496,22414782,cites
24510496,15717026,cites
24510496,7914682,cites
24510496,22231990,cites
24510496,17943424,cites
24510496,16383222,cites
24510496,15039038,cites
24510496,22566599,cites
24510496,23616162,cites
24510496,16157910,cites
24510496,15249612,cites
24510496,19850138,cites
28701493,24614516,cites
28701493,18502307,cites
28701493,9412496,cites
28701493,11447996,cites
28701493,10844007,cites
28701493,12787055,cites
28701493,16434666,cites
28701493,24510496,cites
28701493,8684382,cites
28701493,10668713,cites
28701493,14557561,cites
28701493,12847181,cites
28701493,15883340,cites
28701493,25668262,cites
28701493,18520981,cites
28701493,16481597,cites
28701493,20698808,cites
28701493,18608103,cites
28701493,15534251,cites
28701493,12666111,cites
28701493,23740606,cites
28701493,20395096,cites
28701493,26898548,cites
28701493,24583542,cites
28701493,20543729,cites
26536893,1714544,cites
26536893,20129935,cites
26536893,24269118,cites
26536893,20063428,cites
26536893,23666044,cites
26536893,15781190,cites
26536893,25568297,cites
26536893,1618937,cites
26536893,22517114,cites
26536893,6947247,cites
26536893,23196212,cites
26536893,23072752,cites
26536893,24236946,cites
26536893,24288037,cites
26536893,25110966,cites
20512158,17653274,cites
20512158,16365104,cites
20512158,16763896,cites
20512158,15781190,cites
20512158,15528402,cites
20512158,8217526,cites
20512158,14684174,cites
20512158,10894218,cites
20512158,15704211,cites
20512158,12618654,cites
20512158,18772195,cites
20512158,12062094,cites
20512158,12746332,cites
20512158,15038601,cites
20512158,17018277,cites
20512158,18981372,cites
20512158,18284928,cites
20512158,17920283,cites
20512158,19043139,cites
25568297,21171977,cites
25568297,1444883,cites
25568297,8138819,cites
25568297,9010012,cites
25568297,22123819,cites
25568297,17653274,cites
25568297,20512158,cites
25568297,22517114,cites
25568297,22137354,cites
25568297,22102212,cites
25568297,24698429,cites
25568297,6947247,cites
25568297,3698247,cites
25568297,24948590,cites
25568297,9324321,cites
25568297,16763896,cites
25568297,12122118,cites
25568297,18645163,cites
25568297,20691264,cites
25568297,21855298,cites
25568297,15781190,cites
25568297,7470350,cites
25568297,11696626,cites
25568297,666275,cites
25568297,16807920,cites
25568297,12135980,cites
25568297,12087111,cites
25568297,22270722,cites
25568297,23664844,cites
29142089,21163446,cites
29142089,8684382,cites
29142089,11502903,cites
29142089,23664844,cites
29142089,24126537,cites
29142089,27913695,cites
29142089,21858921,cites
29142089,18839484,cites
29142089,12392862,cites
29142089,10496259,cites
29142089,17702031,cites
29142089,2524992,cites
29142089,27380342,cites
29142089,23450660,cites
29142089,25209258,cites
29142089,22566599,cites
29142089,24702447,cites
29142089,7104545,cites
21894212,12165557,cites
21894212,16288298,cites
21894212,20363253,cites
21894212,20929975,cites
21894212,7479780,cites
21894212,21460841,cites
21894212,14715130,cites
21894212,20535620,cites
21894212,12383922,cites
21894212,17567802,cites
21894212,11701931,cites
21894212,11331757,cites
21894212,21149810,cites
21894212,16251441,cites
21894212,15036808,cites
21894212,15654334,cites
21894212,11701918,cites
21894212,9265653,cites
21894212,7836375,cites
21894212,17702587,cites
21894212,21460840,cites
21894212,18789330,cites
21894212,19642201,cites
21894212,11731527,cites
21894212,17868298,cites
21894212,18063918,cites
21894212,9388216,cites
21894212,21053309,cites
21894212,16797010,cites
21894212,14729661,cites
21894212,17510946,cites
21894212,20702713,cites
21894212,16955483,cites
21894212,10620806,cites
21894212,19498435,cites
21894212,15340079,cites
21894212,10737616,cites
21894212,12658281,cites
21894212,12384498,cites
21894212,17510949,cites
21894212,18215617,cites
21894212,21536132,cites
21894212,11273004,cites
21894212,8898202,cites
21894212,19915593,cites
21894212,16511593,cites
21894212,19929911,cites
21894212,15797830,cites
21894212,8346443,cites
21894212,4222877,cites
21894212,20687089,cites
21894212,3513163,cites
21894212,16530456,cites
21894212,17947312,cites
21894212,890990,cites
21894212,15829505,cites
21894212,16735023,cites
21894212,14617356,cites
21894212,11239408,cites
21894212,15033175,cites
21894212,15242649,cites
21894212,17199885,cites
21894212,9572293,cites
21894212,1464751,cites
21894212,20378838,cites
21894212,9150132,cites
21894212,21163446,cites
21894212,18160655,cites
21894212,14764421,cites
21894212,21660464,cites
21894212,17563384,cites
21894212,11906693,cites
21894212,2779369,cites
21894212,17142251,cites
21894212,18772220,cites
21894212,18729719,cites
21894212,12202492,cites
21894212,17352936,cites
21894212,12932731,cites
21894212,20663016,cites
21894212,11983301,cites
21894212,20466885,cites
21894212,15240759,cites
21894212,10196373,cites
21894212,14703504,cites
21894212,19451134,cites
21894212,15254070,cites
21894212,17322896,cites
21894212,16777606,cites
21894212,18794391,cites
21894212,11755458,cites
21894212,11413487,cites
21894212,12686551,cites
21894212,17953774,cites
21894212,10681402,cites
21894212,10729337,cites
21894212,15525785,cites
21894212,1967820,cites
21894212,11208913,cites
21894212,12923525,cites
21894212,9374499,cites
21894212,8458085,cites
21894212,8448837,cites
21894212,18549781,cites
21894212,18323503,cites
21894212,12524534,cites
21894212,19295162,cites
21894212,3576212,cites
21894212,17015489,cites
21894212,20466882,cites
21894212,11086027,cites
21894212,17195035,cites
21894212,10377398,cites
21894212,21406216,cites
21894212,4986214,cites
21894212,16325781,cites
21894212,10533044,cites
21894212,19416849,cites
21894212,6238592,cites
21894212,17613541,cites
21894212,12648780,cites
26912634,10830423,cites
26912634,20190739,cites
26912634,16452635,cites
26912634,10829080,cites
26912634,9374499,cites
26912634,14764421,cites
26912634,9150132,cites
26912634,16103364,cites
26912634,16231320,cites
26912634,17018277,cites
26912634,9267033,cites
26912634,20663016,cites
26912634,20016831,cites
26912634,15254070,cites
26912634,26141492,cites
26912634,11988536,cites
26912634,8565112,cites
26912634,15242649,cites
26912634,14522959,cites
26912634,19654569,cites
26912634,22490889,cites
26912634,21894212,cites
26912634,3183524,cites
26912634,18402986,cites
26912634,17519223,cites
26912634,18772220,cites
26912634,23557875,cites
26912634,25596342,cites
26912634,11606636,cites
26912634,21818119,cites
26912634,10377398,cites
26912634,12686551,cites
26912634,18287532,cites
26912634,25282404,cites
26912634,23145355,cites
26912634,19464370,cites
26912634,24167500,cites
26912634,20850189,cites
26912634,19166509,cites
26912634,20096088,cites
26912634,24670645,cites
26912634,24412048,cites
26912634,12648780,cites
26912634,12658281,cites
26912634,19261888,cites
26912634,15272267,cites
26912634,18607213,cites
26912634,18029446,cites
26912634,17409194,cites
26912634,11273004,cites
26912634,21486371,cites
26912634,16297842,cites
26912634,12165557,cites
26912634,17180118,cites
26912634,23021221,cites
26912634,16127709,cites
26912634,17567802,cites
26912634,8458085,cites
26912634,24960609,cites
26912634,11092756,cites
26912634,17142251,cites
26912634,24021477,cites
26912634,22786682,cites
26912634,23839932,cites
26912634,16251441,cites
26912634,17613541,cites
26912634,17702587,cites
26912634,20702713,cites
26912634,21774998,cites
26912634,2932539,cites
26912634,21715619,cites
26912634,11408619,cites
33797036,29167179,cites
33797036,12089530,cites
33797036,26159455,cites
33797036,30575996,cites
33797036,24755275,cites
33797036,23703391,cites
33797036,16861428,cites
33797036,31108174,cites
33797036,29783994,cites
33797036,27818324,cites
33797036,30594810,cites
33797036,30824685,cites
33797036,30756361,cites
33797036,31156395,cites
33797036,25678561,cites
33797036,17981125,cites
33797036,26899735,cites
33797036,27821430,cites
33797036,34286033,cites
33797036,28652625,cites
33797036,18691744,cites
33797036,27328712,cites
33797036,19252484,cites
33797036,23625190,cites
33797036,23818270,cites
33797036,25478967,cites
33797036,23722262,cites
33797036,29121340,cites
33797036,29856029,cites
33797036,21799747,cites
33797036,30982525,cites
33797036,30479337,cites
33797036,12812983,cites
33797036,18364064,cites
33797036,10869377,cites
33797036,1469630,cites
33797036,15352135,cites
33797036,9062689,cites
33797036,8858982,cites
33797036,26056947,cites
33797036,14975704,cites
33797036,26869505,cites
33797036,28883901,cites
33797036,18498028,cites
33797036,30659145,cites
33797036,12359864,cites
33797036,15843620,cites
33797036,29212949,cites
33797036,27466197,cites
33797036,32746649,cites
33797036,33070647,cites
33797036,29686046,cites
33797036,22892566,cites
33797036,23620518,cites
33797036,33260715,cites
33797036,30270816,cites
33797036,28337542,cites
33797036,31931142,cites
33797036,30219582,cites
33797036,30841933,cites
33797036,29988564,cites
33797036,16256944,cites
33797036,31177221,cites
33797036,29785746,cites
33797036,30185553,cites
33797036,24992836,cites
33797036,22381068,cites
33797036,26041817,cites
33797036,12873381,cites
33797036,27485547,cites
34305655,33364961,cites
34305655,33203971,cites
34305655,30371279,cites
34305655,12057665,cites
34305655,21641033,cites
34305655,28667101,cites
34305655,21453760,cites
34305655,30079398,cites
34305655,28559337,cites
34305655,10771347,cites
34305655,21842496,cites
34305655,23121507,cites
34305655,30522963,cites
34305655,11988171,cites
34305655,27160185,cites
34305655,16891467,cites
34305655,31507082,cites
